time;co2;people;door;window;voc
2024-01-02 08:00:00;404,3124787874476;1;0;0;190,796630260535
2024-01-02 09:00:00;390,4445564811368;0;0;0;173,74406236751034
2024-01-02 10:00:00;396,73405439509213;0;0;0;219,48854347784805
2024-01-02 11:00:00;428,29443087282317;3;0;0;282,3571706020144
2024-01-02 12:00:00;404,06880439429864;1;0;0;222,07201131269628
2024-01-02 13:00:00;393,40822160246;0;1;0;206,47355707321128
2024-01-02 14:00:00;392,19457670934537;0;0;0;175,09694284084202
2024-01-02 15:00:00;404,8069546311194;1;0;0;229,05569319916833
2024-01-02 16:00:00;388,8226856694609;0;0;0;167,59823881263412
2024-01-02 17:00:00;390,9506327153082;0;0;0;156,58403283709072
2024-01-02 18:00:00;390,1933384291113;0;0;0;178,64321099003917
2024-01-02 19:00:00;388,8953098771059;0;0;0;192,59404635652064
2024-01-02 20:00:00;389,40810732638363;0;0;0;189,7067547473973
2024-01-02 21:00:00;391,9863397386903;0;0;0;190,15787815635355
2024-01-02 22:00:00;392,1748644736954;0;0;0;233,89319044027604
2024-01-02 23:00:00;393,9077788893128;0;0;0;202,83046329439682
2024-01-03 00:00:00;404,1022179406715;1;0;0;239,71173711665935
2024-01-03 01:00:00;403,3547568506916;1;0;0;260,40524662909144
2024-01-03 02:00:00;395,86993277347835;0;0;0;177,26857376830782
2024-01-03 03:00:00;408,48821015136497;1;0;0;214,9140393495724
2024-01-03 04:00:00;415,25476818639106;2;0;0;282,6847168928487
2024-01-03 05:00:00;393,29348643830326;0;0;0;179,44092137720781
2024-01-03 06:00:00;407,98250271806506;1;0;0;232,80668401509774
2024-01-03 07:00:00;409,3049211621811;1;1;0;254,96943889613163
2024-01-03 08:00:00;398,9939406180474;0;0;0;224,74725530229142
2024-01-03 09:00:00;396,1830058917315;0;0;0;232,92697254910846
2024-01-03 10:00:00;405,426140362289;1;0;0;252,47679288418806
2024-01-03 11:00:00;405,1854308630967;1;0;0;244,17976260853135
2024-01-03 12:00:00;404,0933544888302;1;0;0;208,18732260569786
2024-01-03 13:00:00;408,87379778746146;1;0;0;248,90383395201758
2024-01-03 14:00:00;397,68798978892596;0;0;0;210,9586467222266
2024-01-03 15:00:00;401,5225726046937;1;0;0;191,49694709680767
2024-01-03 16:00:00;394,6845317919259;0;0;0;222,92991442573995
2024-01-03 17:00:00;395,6249443519066;0;0;0;214,42085279033083
2024-01-03 18:00:00;393,9651199602824;0;0;0;196,3722758625173
2024-01-03 19:00:00;406,01012010703903;1;0;0;222,91377020524212
2024-01-03 20:00:00;393,52682403021265;0;0;0;172,8535299009107
2024-01-03 21:00:00;419,54310798962194;2;0;0;266,14456202037877
2024-01-03 22:00:00;396,12317033102295;0;0;0;209,63240733729228
2024-01-03 23:00:00;391,8374077367011;0;0;0;175,03151345702977
2024-01-04 00:00:00;402,0057185519535;1;0;0;237,51975706939626
2024-01-04 01:00:00;417,54734122734936;2;0;0;237,59390565101063
2024-01-04 02:00:00;408,80019563186175;1;0;0;196,22902941986274
2024-01-04 03:00:00;422,4786396489885;2;0;0;288,94597676092667
2024-01-04 04:00:00;404,29054252606795;1;0;1;215,34679571773643
2024-01-04 05:00:00;398,4585835432883;0;0;0;205,0580348197013
2024-01-04 06:00:00;397,79421027785736;0;0;0;190,5210102297594
2024-01-04 07:00:00;387,8870672865283;0;0;1;150,74798257666043
2024-01-04 08:00:00;395,47471335349866;0;0;0;222,08499023696152
2024-01-04 09:00:00;393,1955599916588;0;0;0;181,14834268663907
2024-01-04 10:00:00;390,329663819797;0;0;0;215,9045946087643
2024-01-04 11:00:00;391,37809117676863;0;0;0;203,29745706895517
2024-01-04 12:00:00;392,9147994410328;0;0;0;187,14158291842577
2024-01-04 13:00:00;392,9446375119778;0;0;0;173,35007042343366
2024-01-04 14:00:00;393,7908634975539;0;0;0;181,92369100788306
2024-01-04 15:00:00;393,29734319118086;0;0;0;171,9966076963635
2024-01-04 16:00:00;391,61005877897276;0;0;0;226,92346436747647
2024-01-04 17:00:00;393,63592588491116;0;0;0;197,64938371599254
2024-01-04 18:00:00;401,97098755299095;1;0;0;237,2129756230459
2024-01-04 19:00:00;405,2822077603314;1;0;0;202,40496481908144
2024-01-04 20:00:00;387,6691648638044;0;0;0;182,31783454231186
2024-01-04 21:00:00;391,98732751639847;0;0;0;211,55807802895
2024-01-04 22:00:00;391,04300185719114;0;0;0;181,87412578370808
2024-01-04 23:00:00;392,1749087779917;0;0;0;209,41007343419543
2024-01-05 00:00:00;389,94248516412654;0;0;0;165,50989710632814
2024-01-05 01:00:00;426,00581458194864;3;0;0;254,96191985368856
2024-01-05 02:00:00;398,06969426298167;1;0;0;213,1299189152619
2024-01-05 03:00:00;388,69013191435005;0;0;0;174,9163973359473
2024-01-05 04:00:00;400,5363803049967;1;0;0;224,31548654153676
2024-01-05 05:00:00;388,63544272518044;0;0;0;146,01897636451568
2024-01-05 06:00:00;391,9796619449668;0;0;0;203,1638414720672
2024-01-05 07:00:00;391,36710453647686;0;0;0;235,48123217248042
2024-01-05 08:00:00;405,48827880062896;1;0;0;225,29623705665344
2024-01-05 09:00:00;390,56035051227286;0;0;0;187,24933777575325
2024-01-05 10:00:00;391,08941216801264;0;0;0;191,250494106393
2024-01-05 11:00:00;390,5594351968443;0;0;0;153,14367658047837
2024-01-05 12:00:00;389,93784112517574;0;0;0;192,66919537258255
2024-01-05 13:00:00;390,96693139246;0;0;0;158,82567117472635
2024-01-05 14:00:00;404,28002936977214;1;0;0;214,8819566842686
2024-01-05 15:00:00;391,0517237001692;0;0;0;210,2764684494126
2024-01-05 16:00:00;404,08274645893664;1;0;0;208,83385533402782
2024-01-05 17:00:00;402,54486636443414;1;0;0;227,04423247443117
2024-01-05 18:00:00;404,6051058864176;1;0;0;241,64063153993072
2024-01-05 19:00:00;387,911819215411;0;0;0;184,71078974079606
2024-01-05 20:00:00;390,9582636502355;0;0;0;163,0199478158624
2024-01-05 21:00:00;406,4298250652049;1;0;0;222,2257023928374
2024-01-05 22:00:00;395,3838531077638;0;0;0;234,5121378306671
2024-01-05 23:00:00;394,8952990589451;0;0;0;161,56857448143924
2024-01-06 00:00:00;393,96694967080475;0;0;0;190,59864983264825
2024-01-06 01:00:00;415,1855223871109;2;0;0;241,21108051887165
2024-01-06 02:00:00;387,3572904677302;0;0;0;180,41654985346406
2024-01-06 03:00:00;393,6599936164095;0;0;0;208,21209951756327
2024-01-06 04:00:00;404,1913760134261;1;0;0;251,2755540990738
2024-01-06 05:00:00;405,48627679146534;1;0;0;220,87355627544574
2024-01-06 06:00:00;399,6868891160318;1;0;0;225,15298136596522
2024-01-06 07:00:00;395,73417603400594;0;0;0;209,17640705702584
2024-01-06 08:00:00;408,2704873589285;1;0;0;241,55871810795202
2024-01-06 09:00:00;415,82330560183135;2;0;0;242,66924342600907
2024-01-06 10:00:00;395,20444049199347;0;0;0;180,8628543645781
2024-01-06 11:00:00;404,6924095193078;1;0;0;203,8691720337298
2024-01-06 12:00:00;398,8378033525172;1;0;1;194,71299798979445
2024-01-06 13:00:00;391,23036738862226;0;0;0;194,17618238912357
2024-01-06 14:00:00;392,02350552021255;0;0;0;204,154326301479
2024-01-06 15:00:00;390,8736807286779;0;0;0;193,2738929211503
2024-01-06 16:00:00;392,74273552967423;0;0;0;182,47863157059928
2024-01-06 17:00:00;392,9987218294728;0;0;0;225,50448817472815
2024-01-06 18:00:00;388,50511615966445;0;1;0;208,5696184700656
2024-01-06 19:00:00;388,2272754915927;0;0;0;174,15675639219484
2024-01-06 20:00:00;396,3461162235212;0;0;0;186,9810461294481
2024-01-06 21:00:00;394,47551156657096;0;0;0;199,23310062623685
2024-01-06 22:00:00;409,3786589504152;1;0;0;258,7234797764525
2024-01-06 23:00:00;394,712130615717;0;0;0;203,49595854484625
2024-01-07 00:00:00;402,4033017306657;1;0;0;227,66801374701953
2024-01-07 01:00:00;394,8486476925214;0;0;0;194,05407239445637
2024-01-07 02:00:00;405,80125159609355;1;0;0;234,76540527246613
2024-01-07 03:00:00;404,9182498047839;1;0;0;252,02588029511838
2024-01-07 04:00:00;392,20078498950306;0;0;0;186,6217581980889
2024-01-07 05:00:00;395,68772275220135;0;0;0;202,64398738227607
2024-01-07 06:00:00;398,504876680026;0;0;0;212,01114904045173
2024-01-07 07:00:00;407,7445299826489;1;0;0;236,7524713639928
2024-01-07 08:00:00;404,8232010627673;1;0;0;198,60297550352772
2024-01-07 09:00:00;395,750269886176;0;0;0;166,4732702119692
2024-01-07 10:00:00;390,8316364300628;0;0;0;169,00655152860404
2024-01-07 11:00:00;405,9069860354072;1;0;0;229,85654718429845
2024-01-07 12:00:00;389,53861325112615;0;0;0;193,92037554658805
2024-01-07 13:00:00;403,3729332128124;1;0;0;210,6533566427163
2024-01-07 14:00:00;399,9434398988626;1;0;0;235,98550830149674
2024-01-07 15:00:00;388,7680831746764;0;0;0;179,36525707796068
2024-01-07 16:00:00;389,8627163734078;0;0;0;185,17320200597325
2024-01-07 17:00:00;389,6811104177009;0;0;0;180,84348049146485
2024-01-07 18:00:00;399,2142502781735;1;0;0;211,71484441236302
2024-01-07 19:00:00;402,3769381400185;1;0;0;230,25951534766426
2024-01-07 20:00:00;402,304669261316;1;0;0;229,3719845510887
2024-01-07 21:00:00;386,1463072531899;0;0;0;158,91373493189718
2024-01-07 22:00:00;387,63442752974544;0;0;0;206,37513761923788
2024-01-07 23:00:00;389,31920438082346;0;0;0;163,6890997057126
2024-01-08 00:00:00;397,95279482902123;1;0;0;207,4248264528985
2024-01-08 01:00:00;387,45462743631805;0;0;0;173,5645314120891
2024-01-08 02:00:00;390,54011220023517;0;0;0;167,71525682554392
2024-01-08 03:00:00;389,2974563911424;0;0;0;181,9759897505337
2024-01-08 04:00:00;388,0603190219818;0;0;0;166,76224499455333
2024-01-08 05:00:00;402,0795079218049;1;0;0;218,12113609845872
2024-01-08 06:00:00;390,43201706949645;0;0;0;193,54892980381933
2024-01-08 07:00:00;390,97503122691995;0;0;0;214,1954037930827
2024-01-08 08:00:00;396,18780111080673;1;0;0;206,90500151523875
2024-01-08 09:00:00;387,20464664947207;0;0;0;166,85155686388225
2024-01-08 10:00:00;403,52138084499467;1;0;0;213,54323289103462
2024-01-08 11:00:00;405,24310852668856;1;0;0;227,61455252863874
2024-01-08 12:00:00;402,63196204487946;1;0;0;219,93796992867337
2024-01-08 13:00:00;387,955141809569;0;0;0;206,06281907939078
2024-01-08 14:00:00;390,2213858685984;0;0;0;210,843929215219
2024-01-08 15:00:00;388,7835091840781;0;0;0;175,5250427021527
2024-01-08 16:00:00;416,2692675130929;2;0;0;244,1123021708701
2024-01-08 17:00:00;388,893048287727;0;0;0;136,27698083497336
2024-01-08 18:00:00;400,82789071980346;1;0;0;203,6584194239998
2024-01-08 19:00:00;400,8746961726123;1;0;0;196,06263414086138
2024-01-08 20:00:00;391,08481396505204;0;0;0;181,62728723815096
2024-01-08 21:00:00;387,585922302444;0;0;0;185,88668132531686
2024-01-08 22:00:00;390,76664925838276;0;0;0;190,36261726134202
2024-01-08 23:00:00;386,1713552062431;0;0;0;174,59923591148888
2024-01-09 00:00:00;386,8521706011217;0;0;0;180,51129092082576
2024-01-09 01:00:00;385,80584845657256;0;0;0;171,91245258255145
2024-01-09 02:00:00;386,4547858614833;0;0;0;179,42423577114195
2024-01-09 03:00:00;390,18503753900706;0;0;0;127,5389022866592
2024-01-09 04:00:00;389,2508143488751;0;0;0;178,36144847774776
2024-01-09 05:00:00;389,69321502374225;0;0;0;182,37004808986137
2024-01-09 06:00:00;397,5302800855938;1;0;0;198,75520273075358
2024-01-09 07:00:00;388,9827032415428;0;0;0;178,58265090374272
2024-01-09 08:00:00;389,21870302938265;0;0;0;195,77042095163242
2024-01-09 09:00:00;389,91604349443355;0;0;0;174,1900687683397
2024-01-09 10:00:00;390,0291214857177;0;0;0;224,82516795120338
2024-01-09 11:00:00;385,27179781849213;0;0;0;185,1614291972726
2024-01-09 12:00:00;390,5786977963909;0;0;0;186,56988282273028
2024-01-09 13:00:00;386,098756350608;0;0;0;171,23106777016088
2024-01-09 14:00:00;386,16089150822455;0;0;0;173,55465016127812
2024-01-09 15:00:00;388,96043026929107;0;0;0;165,98168981747165
2024-01-09 16:00:00;390,57559570410126;0;0;0;184,9629008225105
2024-01-09 17:00:00;385,58085636189816;0;0;0;178,60377241006583
2024-01-09 18:00:00;387,40705243030465;0;0;0;188,7986998742127
2024-01-09 19:00:00;387,0044092131797;0;0;0;187,74663583092362
2024-01-09 20:00:00;388,5622126053809;0;0;0;176,4572137638527
2024-01-09 21:00:00;391,2200251885721;0;0;0;162,8938666188226
2024-01-09 22:00:00;404,49366073122917;1;0;0;211,0993718141132
2024-01-09 23:00:00;391,75099501404804;0;0;0;218,75080989542568
2024-01-10 00:00:00;396,6101636822362;0;0;0;218,59918091669553
2024-01-10 01:00:00;391,6673018676407;0;0;0;196,18285290260863
2024-01-10 02:00:00;405,8292095933742;1;0;0;212,93971529894776
2024-01-10 03:00:00;403,75269090128376;1;0;0;221,2583230892232
2024-01-10 04:00:00;393,85806367076265;0;0;0;172,68941308392775
2024-01-10 05:00:00;387,6562594950224;0;0;0;169,10091487061817
2024-01-10 06:00:00;402,2291702992224;1;0;0;212,79169390228412
2024-01-10 07:00:00;388,1187035651868;0;0;0;173,7349423579858
2024-01-10 08:00:00;390,11187794012227;0;0;0;202,6657685624723
2024-01-10 09:00:00;401,5029758520005;1;0;0;189,78263464492966
2024-01-10 10:00:00;390,47167998585104;0;0;0;170,8374670668455
2024-01-10 11:00:00;413,47836723684287;2;1;0;221,9443797392072
2024-01-10 12:00:00;384,3466873337054;0;0;0;148,10366417455026
2024-01-10 13:00:00;399,9620891251149;1;0;0;213,49448262401458
2024-01-10 14:00:00;398,86786383037963;1;0;0;179,61163685977306
2024-01-10 15:00:00;386,9578192757011;0;0;0;190,75734774579095
2024-01-10 16:00:00;384,87044583151686;0;0;0;167,29129939561616
2024-01-10 17:00:00;396,77610787240195;1;0;0;204,15473200239953
2024-01-10 18:00:00;400,1458177017709;1;0;0;217,5463250991594
2024-01-10 19:00:00;397,1828290665431;1;0;0;196,1740799667269
2024-01-10 20:00:00;385,77655564779917;0;0;0;192,67406353172947
2024-01-10 21:00:00;387,77036285314284;0;0;0;175,83143956082674
2024-01-10 22:00:00;389,0011685556772;0;0;0;193,23581651036983
2024-01-10 23:00:00;395,9948372217777;1;0;0;197,2897656769278
2024-01-11 00:00:00;399,61912110986395;1;0;0;215,59644359846666
2024-01-11 01:00:00;398,25726738644784;1;0;0;211,82739881843256
2024-01-11 02:00:00;397,2659366997659;1;0;0;208,69654725021547
2024-01-11 03:00:00;393,5686827108062;1;0;0;176,99188578650035
2024-01-11 04:00:00;387,76480433010255;0;0;0;187,15188514926623
2024-01-11 05:00:00;391,94162149147405;1;0;0;184,5168115507641
2024-01-11 06:00:00;388,7626772517661;0;0;0;193,26608970327788
2024-01-11 07:00:00;381,02820489442905;0;0;0;122,95129671868635
2024-01-11 08:00:00;382,44868540325086;0;0;0;139,03531662011287
2024-01-11 09:00:00;392,3866758587452;1;0;0;197,9562169897019
2024-01-11 10:00:00;380,0031655243989;0;0;0;192,48689542576966
2024-01-11 11:00:00;381,4759622363945;0;0;0;177,85782481443619
2024-01-11 12:00:00;390,77358007546314;1;0;0;174,91937031562338
2024-01-11 13:00:00;391,58529985118463;1;0;0;158,8871541703817
2024-01-11 14:00:00;381,7790885433421;0;0;0;176,9904708766838
2024-01-11 15:00:00;394,5671268407381;1;0;0;195,6817066538229
2024-01-11 16:00:00;381,3592879480391;0;0;0;173,1572747167114
2024-01-11 17:00:00;392,9609703160625;1;0;0;194,99746018830942
2024-01-11 18:00:00;381,5870968373473;0;0;0;163,66286681487202
2024-01-11 19:00:00;380,0617266445422;0;0;0;212,34733846422344
2024-01-11 20:00:00;384,05884554309046;0;0;0;169,4942378856949
2024-01-11 21:00:00;380,67977359412265;0;0;0;157,88881144458833
2024-01-11 22:00:00;383,5859705391266;0;0;0;166,18143253804192
2024-01-11 23:00:00;383,0661902951529;0;0;0;156,50882226997814
2024-01-12 00:00:00;391,86520709486877;1;0;0;207,86171837199453
2024-01-12 01:00:00;394,7089561186914;1;0;0;191,1400195286229
2024-01-12 02:00:00;381,98498427297096;0;0;0;175,60994597923678
2024-01-12 03:00:00;394,02780680585755;1;1;0;200,83713099517053
2024-01-12 04:00:00;408,45217917803427;2;0;0;255,42760878476028
2024-01-12 05:00:00;395,20499208243876;1;0;0;206,35924022384958
2024-01-12 06:00:00;383,6724394907902;0;0;0;146,7685558779893
2024-01-12 07:00:00;383,47618773786087;0;0;0;144,22021995896793
2024-01-12 08:00:00;398,32325377185714;1;0;0;232,30097995228073
2024-01-12 09:00:00;382,33347681271124;0;0;0;154,1366932581672
2024-01-12 10:00:00;387,65026751684434;0;0;0;155,26012391685495
2024-01-12 11:00:00;398,0695738915915;1;0;0;194,26211663967305
2024-01-12 12:00:00;397,88861759058375;1;0;0;228,57709169679856
2024-01-12 13:00:00;384,55904760805385;0;0;0;145,37105850904706
2024-01-12 14:00:00;398,65534043740644;1;0;0;192,25554914636174
2024-01-12 15:00:00;385,3666346555219;0;0;0;161,03716996709323
2024-01-12 16:00:00;398,7840824801694;1;0;0;185,67373548079726
2024-01-12 17:00:00;384,57702565086754;0;0;0;149,66075289528908
2024-01-12 18:00:00;383,0544576699554;0;0;0;139,66904361257627
2024-01-12 19:00:00;386,96380758920253;0;0;0;168,9192334395357
2024-01-12 20:00:00;397,6976380159141;1;0;0;198,94814412507978
2024-01-12 21:00:00;398,04682773256724;1;0;1;193,9701638159699
2024-01-12 22:00:00;387,81239325563087;0;0;0;149,69381776480697
2024-01-12 23:00:00;389,8935730231127;0;0;0;207,43092532085865
2024-01-13 00:00:00;404,18337025095855;1;0;0;198,41633865538267
2024-01-13 01:00:00;395,66361415614784;1;0;0;205,0039939190453
2024-01-13 02:00:00;411,52589036037136;2;0;0;222,22417896439967
2024-01-13 03:00:00;399,8216688640804;1;0;0;222,91563828270486
2024-01-13 04:00:00;410,8121189025653;2;0;0;256,87646440896907
2024-01-13 05:00:00;389,1335951250485;0;0;0;167,11324608917297
2024-01-13 06:00:00;400,0769383954105;1;0;0;176,96444814048752
2024-01-13 07:00:00;393,6199414388473;0;0;0;207,164215599729
2024-01-13 08:00:00;385,2398526719859;0;0;0;206,43599316864598
2024-01-13 09:00:00;391,73348548562717;0;0;0;197,18491824374922
2024-01-13 10:00:00;400,7051366391877;1;0;0;216,0971813885202
2024-01-13 11:00:00;401,55080565727366;1;0;0;230,1689757496474
2024-01-13 12:00:00;400,605626945435;1;0;0;226,70913955575742
2024-01-13 13:00:00;386,2892140815101;0;0;0;160,53691155924122
2024-01-13 14:00:00;388,7333060160246;0;0;0;169,99391036900394
2024-01-13 15:00:00;387,3898107108122;0;0;0;189,32156245442084
2024-01-13 16:00:00;403,9472120672045;1;0;0;219,11211215770481
2024-01-13 17:00:00;403,7071072901144;1;0;0;244,75360673711612
2024-01-13 18:00:00;393,53783357750905;0;0;0;181,76663481036448
2024-01-13 19:00:00;439,60950612716385;4;0;0;328,6204795232626
2024-01-13 20:00:00;403,2282836080662;1;0;0;225,98170090086785
2024-01-13 21:00:00;391,1853605222302;0;0;0;185,99839929683088
2024-01-13 22:00:00;391,13470523842904;0;0;0;209,28953005467721
2024-01-13 23:00:00;398,75891703466453;1;0;0;220,34316420786894
2024-01-14 00:00:00;391,61642111243555;0;0;0;171,32647918212362
2024-01-14 01:00:00;387,8580411412448;0;0;0;191,0713980880407
2024-01-14 02:00:00;389,48331836624976;0;0;0;208,54431931463995
2024-01-14 03:00:00;399,9066456292584;1;0;0;208,77184204157248
2024-01-14 04:00:00;390,82688562673025;0;0;0;182,86117187612498
2024-01-14 05:00:00;390,86646840643033;0;0;0;175,3929792463621
2024-01-14 06:00:00;391,90700440425354;0;0;0;189,91816234392957
2024-01-14 07:00:00;392,8084118316393;0;1;0;204,86598014761375
2024-01-14 08:00:00;416,6717437575528;2;0;0;240,32793321438464
2024-01-14 09:00:00;392,0260138970903;0;0;0;166,2592208480826
2024-01-14 10:00:00;408,5136707763621;1;0;0;226,9060315383913
2024-01-14 11:00:00;397,4610783921381;0;0;0;179,8962986482788
2024-01-14 12:00:00;400,0351791258626;1;1;0;220,86521464638633
2024-01-14 13:00:00;394,54810910022957;0;0;0;189,4068740173414
2024-01-14 14:00:00;391,118778560739;0;0;0;156,52570346725082
2024-01-14 15:00:00;394,38924028319923;0;0;0;190,39508978246258
2024-01-14 16:00:00;390,6241292494464;0;0;0;183,33799080793366
2024-01-14 17:00:00;393,0454253190243;0;0;0;201,223026514767
2024-01-14 18:00:00;392,00737232471755;0;0;0;187,81126983108305
2024-01-14 19:00:00;403,389748018113;1;0;0;253,85263516811114
2024-01-14 20:00:00;427,72221600386774;3;0;0;274,6519073607098
2024-01-14 21:00:00;397,11697529647586;0;0;0;202,68813277637193
2024-01-14 22:00:00;407,1401349984472;1;0;0;228,21528027748923
2024-01-14 23:00:00;391,8291122689044;0;0;0;184,87549255745023
2024-01-15 00:00:00;402,3697453955135;1;0;0;220,1317622090672
2024-01-15 01:00:00;406,95425870774085;1;0;0;239,31380547942564
2024-01-15 02:00:00;390,93194887334005;0;0;0;211,71146437511067
2024-01-15 03:00:00;389,6727450148833;0;0;0;156,08578694708646
2024-01-15 04:00:00;393,50438954914705;0;0;0;185,16826677747036
2024-01-15 05:00:00;393,0005355959177;0;0;0;184,97381489075096
2024-01-15 06:00:00;397,7371121745953;0;0;0;222,30290018316637
2024-01-15 07:00:00;403,57580275779884;1;0;0;214,31451811299843
2024-01-15 08:00:00;403,1488674748801;1;0;0;185,52472257293022
2024-01-15 09:00:00;437,9869945357814;4;0;0;312,44784955071754
2024-01-15 10:00:00;387,2528733625571;0;0;0;177,365356771357
2024-01-15 11:00:00;401,343903719476;1;0;0;218,11589619565305
2024-01-15 12:00:00;388,9807737555661;0;0;0;163,78934375548442
2024-01-15 13:00:00;404,3734265075602;1;0;0;253,73706149022252
2024-01-15 14:00:00;409,755023836172;2;0;0;231,0910585278059
2024-01-15 15:00:00;388,5762490516338;0;0;0;178,05120841987159
2024-01-15 16:00:00;400,3084003052774;1;0;0;195,98299403434967
2024-01-15 17:00:00;402,229595890729;1;0;0;200,45814683409424
2024-01-15 18:00:00;388,6110028206736;0;0;0;159,53697687297625
2024-01-15 19:00:00;389,12990609336333;0;0;0;175,81417193639749
2024-01-15 20:00:00;400,9274214907689;1;0;0;196,5690243451702
2024-01-15 21:00:00;403,89735325253326;1;0;0;258,55899001933454
2024-01-15 22:00:00;389,5713349984143;0;0;0;150,07841142875745
2024-01-15 23:00:00;384,1367166143707;0;0;1;149,5145069847963
2024-01-16 00:00:00;387,67719791201506;0;0;0;171,8630352850463
2024-01-16 01:00:00;387,2257382917553;0;0;0;190,01350841855904
2024-01-16 02:00:00;388,2587385408533;0;0;0;173,16439882962334
2024-01-16 03:00:00;388,3773764825928;0;0;0;193,07470195989518
2024-01-16 04:00:00;384,7926656548795;0;0;0;153,77824881487027
2024-01-16 05:00:00;402,50438496358174;1;0;0;218,98920966291433
2024-01-16 06:00:00;398,51482363811186;1;0;0;238,84013989192758
2024-01-16 07:00:00;399,5990369980729;1;0;0;192,90652265408215
2024-01-16 08:00:00;411,7581284635473;2;0;0;249,70937986331708
2024-01-16 09:00:00;399,9373476572379;1;0;0;214,92018741708384
2024-01-16 10:00:00;399,88475639676483;1;0;0;170,56492180653623
2024-01-16 11:00:00;386,99975794166596;0;0;0;166,71511941936637
2024-01-16 12:00:00;394,98265462586187;1;0;0;218,56425547360243
2024-01-16 13:00:00;387,05477563004746;0;0;0;179,88185108035282
2024-01-16 14:00:00;386,12401952724747;0;0;0;153,2105690352056
2024-01-16 15:00:00;385,2395786048663;0;0;0;185,1216416041721
2024-01-16 16:00:00;385,03369580323346;0;0;0;163,54069620517447
2024-01-16 17:00:00;386,32508922681336;0;0;0;182,0167568844826
2024-01-16 18:00:00;393,10015858323294;1;0;0;200,0675448948367
2024-01-16 19:00:00;397,9587278525703;1;0;0;185,8947290063223
2024-01-16 20:00:00;386,3081641143907;0;0;0;189,7023252735082
2024-01-16 21:00:00;398,24159459630454;1;0;0;188,6354894319753
2024-01-16 22:00:00;395,01841787693877;1;0;0;174,82757591691208
2024-01-16 23:00:00;388,1572750941161;0;0;0;164,46196034272404
2024-01-17 00:00:00;388,82564587315363;0;1;0;175,8664643874371
2024-01-17 01:00:00;388,1249923100262;0;0;0;182,22351929307573
2024-01-17 02:00:00;384,16881731686135;0;0;0;155,99699887374115
2024-01-17 03:00:00;393,5139996544029;0;0;0;207,76858114856773
2024-01-17 04:00:00;383,93830305141125;0;0;0;173,8115212514802
2024-01-17 05:00:00;397,73548038766336;1;0;0;192,93407815553547
2024-01-17 06:00:00;391,7096575371103;0;0;0;205,63516739201285
2024-01-17 07:00:00;399,5169322009608;1;0;0;230,9799240711955
2024-01-17 08:00:00;412,3433785340632;2;0;0;241,9212477514686
2024-01-17 09:00:00;402,9840345487675;1;0;0;215,31260742839513
2024-01-17 10:00:00;390,0148982258848;0;0;0;153,30368431107968
2024-01-17 11:00:00;404,11509970203406;1;0;0;214,81264182628246
2024-01-17 12:00:00;413,1495137221521;2;0;0;240,5648637981892
2024-01-17 13:00:00;380,1756937862066;0;0;1;163,84587993477726
2024-01-17 14:00:00;395,8882767449971;1;1;0;197,56254165810452
2024-01-17 15:00:00;410,3637396590796;2;1;0;242,89951430888038
