time;co2;people;door;window
2024-01-06 05:00:00;415,2461831180811;1;0;0
2024-01-06 06:00:00;409,4515973161152;1;0;0
2024-01-06 07:00:00;405,5035900700877;0;0;0
2024-01-06 08:00:00;418,04451311428863;1;0;0
2024-01-06 09:00:00;425,6018508420843;2;0;0
2024-01-06 10:00:00;404,98741482744134;0;0;0
2024-01-06 11:00:00;414,4797243680467;1;0;0
2024-01-06 12:00:00;408,6293719042813;1;0;1
2024-01-06 13:00:00;401,0261045693511;0;0;0
2024-01-06 14:00:00;401,8233279573268;0;0;0
2024-01-06 15:00:00;400,6775067170499;0;0;0
2024-01-06 16:00:00;402,55048499827876;0;0;0
2024-01-06 17:00:00;402,81031630870524;0;0;0
2024-01-06 18:00:00;398,32047874931226;0;1;0
2024-01-06 19:00:00;398,0463308294475;0;0;0
2024-01-06 20:00:00;406,16879045461894;0;0;0
2024-01-06 21:00:00;404,3017323130467;0;0;0
2024-01-06 22:00:00;419,2083552819614;1;0;0
2024-01-06 23:00:00;404,54523302063234;0;0;0
2024-01-07 00:00:00;412,23974208748274;1;0;0
2024-01-07 01:00:00;404,6883592422021;0;0;0
2024-01-07 02:00:00;415,6441689147806;1;0;0
2024-01-07 03:00:00;414,76430877709726;1;0;0
2024-01-07 04:00:00;402,0499227823702;0;0;0
2024-01-07 05:00:00;405,53987778921106;0;0;0
2024-01-07 06:00:00;408,35998861629554;0;0;0
2024-01-07 07:00:00;417,60253968019305;1;0;0
2024-01-07 08:00:00;414,6840505663605;1;0;0
2024-01-07 09:00:00;405,6139023996974;0;0;0
2024-01-07 10:00:00;400,6979962933138;0;0;0
2024-01-07 11:00:00;415,7760187013932;1;0;0
2024-01-07 12:00:00;399,4102652637924;0;0;0
2024-01-07 13:00:00;413,24715218522533;1;0;0
2024-01-07 14:00:00;409,8201744918273;1;0;0
2024-01-07 15:00:00;398,64728307578173;0;0;0
2024-01-07 16:00:00;399,74433227649104;0;0;0
2024-01-07 17:00:00;399,56509400272245;0;0;0
2024-01-07 18:00:00;409,10055419149467;1;0;0
2024-01-07 19:00:00;412,2655159750733;1;0;0
2024-01-07 20:00:00;412,19547553966964;1;0;0
2024-01-07 21:00:00;396,03929740597647;0;0;0
2024-01-07 22:00:00;397,5295578794763;0;0;0
2024-01-07 23:00:00;399,2164321235597;0;0;0
2024-01-08 00:00:00;407,8520780169027;1;0;0
2024-01-08 01:00:00;397,3559249604419;0;0;0
2024-01-08 02:00:00;400,4433837738766;0;0;0
2024-01-08 03:00:00;399,202662533311;0;0;0
2024-01-08 04:00:00;397,96742104130703;0;0;0
2024-01-08 05:00:00;411,9884679007436;1;0;0
2024-01-08 06:00:00;400,3427978488563;0;0;0
2024-01-08 07:00:00;400,8875963906927;0;0;0
2024-01-08 08:00:00;406,102114971304;1;0;0
2024-01-08 09:00:00;397,12067423275937;0;0;0
2024-01-08 10:00:00;413,4390878766162;1;0;0
2024-01-08 11:00:00;415,1624614176777;1;0;0
2024-01-08 12:00:00;412,5529278780488;1;0;0
2024-01-08 13:00:00;397,877688326075;0;0;0
2024-01-08 14:00:00;400,14548145477426;0;0;0
2024-01-08 15:00:00;398,70912285853046;0;0;0
2024-01-08 16:00:00;426,1963689140562;2;0;0
2024-01-08 17:00:00;398,821607660671;0;0;0
2024-01-08 18:00:00;410,7578789052886;1;0;0
2024-01-08 19:00:00;410,8060845943877;1;0;0
2024-01-08 20:00:00;401,01757461839196;0;0;0
2024-01-08 21:00:00;397,5200277427171;0;0;0
2024-01-08 22:00:00;400,7020725898504;0;0;0
2024-01-08 23:00:00;396,10807007108144;0;0;0
2024-01-09 00:00:00;396,7901511686633;0;0;0
2024-01-09 01:00:00;395,7450694127633;0;0;0
2024-01-09 02:00:00;396,3952223985502;0;0;0
2024-01-09 03:00:00;400,12666534533264;0;0;0
2024-01-09 04:00:00;399,19360959907414;0;0;0
2024-01-09 05:00:00;399,63715436893733;0;0;0
2024-01-09 06:00:00;407,475340643885;1;0;0
2024-01-09 07:00:00;398,92886258866815;0;0;0
2024-01-09 08:00:00;399,1659391895655;0;0;0
2024-01-09 09:00:00;399,8643349314127;0;0;0
2024-01-09 10:00:00;399,9784470939573;0;0;0
2024-01-09 11:00:00;395,22213691456693;0;0;0
2024-01-09 12:00:00;400,5300301105442;0;0;0
2024-01-09 13:00:00;396,05106201847826;0;0;0
2024-01-09 14:00:00;396,1141510627374;0;0;0
2024-01-09 15:00:00;398,91462463271364;0;0;0
2024-01-09 16:00:00;400,5307061802554;0;0;0
2024-01-09 17:00:00;395,5368646285292;0;0;0
2024-01-09 18:00:00;397,3639405316031;0;0;0
2024-01-09 19:00:00;396,9621595524522;0;0;0
2024-01-09 20:00:00;398,52080793786797;0;0;0
2024-01-09 21:00:00;401,17944861440935;0;0;0
2024-01-09 22:00:00;414,45389568854966;1;0;0
2024-01-09 23:00:00;401,71202527222215;0;0;0
2024-01-10 00:00:00;406,57197333524687;0;0;0
2024-01-10 01:00:00;401,6298753275911;0;0;0
2024-01-10 02:00:00;415,7925315841256;1;0;0
2024-01-10 03:00:00;413,7167464522201;1;0;0
2024-01-10 04:00:00;403,8228381106803;0;0;0
2024-01-10 05:00:00;397,6217384461417;0;0;0
2024-01-10 06:00:00;412,19533967131935;1;0;0
2024-01-10 07:00:00;398,08554954984174;0;0;0
2024-01-10 08:00:00;400,0793870050842;0;0;0
2024-01-10 09:00:00;411,4711347356631;1;0;0
2024-01-10 10:00:00;400,44047569184045;0;0;0
2024-01-10 11:00:00;423,44778702871247;2;1;0
2024-01-10 12:00:00;394,31671872973766;0;0;0
2024-01-10 13:00:00;409,9327198932265;1;0;0
2024-01-10 14:00:00;408,839081983129;1;0;0
2024-01-10 15:00:00;396,9296130653955;0;0;0
2024-01-10 16:00:00;394,8428037454173;0;0;0
2024-01-10 17:00:00;406,74901862802443;1;0;0
2024-01-10 18:00:00;410,1192702422809;1;0;0
2024-01-10 19:00:00;407,1568125562429;1;0;0
2024-01-10 20:00:00;395,751059467705;0;0;0
2024-01-10 21:00:00;397,74537659665054;0;0;0
2024-01-10 22:00:00;398,97668202431475;0;0;0
2024-01-10 23:00:00;405,97084042104245;1;0;0
2024-01-11 00:00:00;409,5956042451434;1;0;0
2024-01-11 01:00:00;408,2342208590217;1;0;0
2024-01-11 02:00:00;407,24335110288837;1;0;0
2024-01-11 03:00:00;403,5465488258661;1;0;0
2024-01-11 04:00:00;397,7431131228613;0;0;0
2024-01-11 05:00:00;401,92036410837767;1;0;0
2024-01-11 06:00:00;398,74184501633164;0;0;0
2024-01-11 07:00:00;391,00778930370325;0;0;0
2024-01-11 08:00:00;392,4286781243396;0;0;0
2024-01-11 09:00:00;402,3670687254122;1;0;0
2024-01-11 10:00:00;389,9839505337325;0;0;0
2024-01-11 11:00:00;391,4571315455414;0;0;0
2024-01-11 12:00:00;400,75512599842716;1;0;0
2024-01-11 13:00:00;401,5672148556894;1;0;0
2024-01-11 14:00:00;391,7613652477567;0;0;0
2024-01-11 15:00:00;404,54975801106445;1;0;0
2024-01-11 16:00:00;391,3422664949589;0;0;0
2024-01-11 17:00:00;402,9442892920439;1;0;0
2024-01-11 18:00:00;391,5707494338091;0;0;0
2024-01-11 19:00:00;390,04570618907474;0;0;0
2024-01-11 20:00:00;394,04314549673234;0;0;0
2024-01-11 21:00:00;390,6643875486917;0;0;0
2024-01-11 22:00:00;393,57089221460427;0;0;0
2024-01-11 23:00:00;393,051413537121;0;0;0
2024-01-12 00:00:00;401,8507258719975;1;0;0
2024-01-12 01:00:00;404,69476452027754;1;0;0
2024-01-12 02:00:00;391,97107650652543;0;0;0
2024-01-12 03:00:00;404,0141771947409;1;1;0
2024-01-12 04:00:00;418,43882215914;2;0;0
2024-01-12 05:00:00;405,1919022039223;1;0;0
2024-01-12 06:00:00;393,65961140984416;0;0;0
2024-01-12 07:00:00;393,4636162185337;0;0;0
2024-01-12 08:00:00;408,3109336829165;1;0;0
2024-01-12 09:00:00;392,32140312554947;0;0;0
2024-01-12 10:00:00;397,63843530342575;0;0;0
2024-01-12 11:00:00;408,05797832244133;1;0;0
2024-01-12 12:00:00;407,87725393281653;1;0;0
2024-01-12 13:00:00;394,547911223442;0;0;0
2024-01-12 14:00:00;408,6444267804868;1;0;0
2024-01-12 15:00:00;395,3559392717407;0;0;0
2024-01-12 16:00:00;408,7736010040638;1;0;0
2024-01-12 17:00:00;394,566753804284;0;0;0
2024-01-12 18:00:00;393,0443912603036;0;0;0
2024-01-12 19:00:00;396,95394250774376;0;0;0
2024-01-12 20:00:00;407,6879702360845;1;0;0
2024-01-12 21:00:00;408,03735330833416;1;0;1
2024-01-12 22:00:00;397,8031083198825;0;0;0
2024-01-12 23:00:00;399,8844737860793;0;0;0
2024-01-13 00:00:00;414,1744529986658;1;0;0
2024-01-13 01:00:00;405,65487524890096;1;0;0
2024-01-13 02:00:00;421,5173262312694;2;0;0
2024-01-13 03:00:00;409,81327601756044;1;0;0
2024-01-13 04:00:00;420,8038939129758;2;0;0
2024-01-13 05:00:00;399,12553463525074;0;0;0
2024-01-13 06:00:00;410,0690391154087;1;0;0
2024-01-13 07:00:00;403,6122001444456;0;0;0
2024-01-13 08:00:00;395,2322662034722;0;0;0
2024-01-13 09:00:00;401,7260507464838;0;0;0
2024-01-13 10:00:00;410,6978505948271;1;0;0
2024-01-13 11:00:00;411,5436653338003;1;0;0
2024-01-13 12:00:00;410,59862942843114;1;0;0
2024-01-13 13:00:00;396,2823565148463;0;0;0
2024-01-13 14:00:00;398,7265856006941;0;0;0
2024-01-13 15:00:00;397,3832247037883;0;0;0
2024-01-13 16:00:00;413,94075778032106;1;0;0
2024-01-13 17:00:00;413,7007820889686;1;0;0
2024-01-13 18:00:00;403,53163488038615;0;0;0
2024-01-13 19:00:00;449,60343140398345;4;0;0
2024-01-13 20:00:00;413,22233037934944;1;0;0
2024-01-13 21:00:00;401,17952635808774;0;0;0
2024-01-13 22:00:00;401,12898775756946;0;0;0
2024-01-13 23:00:00;408,7533139034221;1;0;0
2024-01-14 00:00:00;401,610930043818;0;0;0
2024-01-14 01:00:00;397,8526598939996;0;0;0
2024-01-14 02:00:00;399,47804474394945;0;0;0
2024-01-14 03:00:00;409,9014774794041;1;0;0
2024-01-14 04:00:00;400,821820839873;0;0;0
2024-01-14 05:00:00;400,86150491531026;0;0;0
2024-01-14 06:00:00;401,90214018295586;0;0;0
2024-01-14 07:00:00;402,8036448947676;0;1;0
2024-01-14 08:00:00;426,6670721594185;2;0;0
2024-01-14 09:00:00;402,0214357309187;0;0;0
2024-01-14 10:00:00;418,5091841735139;1;0;0
2024-01-14 11:00:00;407,4566815213469;0;0;0
2024-01-14 12:00:00;410,0308701924872;1;1;0
2024-01-14 13:00:00;404,5438863455217;0;0;0
2024-01-14 14:00:00;401,11464026112526;0;0;0
2024-01-14 15:00:00;404,3851847495778;0;0;0
2024-01-14 16:00:00;400,6201548264974;0;0;0
2024-01-14 17:00:00;403,0415303845342;0;0;0
2024-01-14 18:00:00;402,0035552889173;0;0;0
2024-01-14 19:00:00;413,38600732302876;1;0;0
2024-01-14 20:00:00;437,7185501226852;3;0;0
2024-01-14 21:00:00;407,113382732917;0;0;0
2024-01-14 22:00:00;417,1366142861595;1;0;0
2024-01-14 23:00:00;401,8256619708624;0;0;0
2024-01-15 00:00:00;412,3663641034324;1;0;0
2024-01-15 01:00:00;416,95094504150137;1;0;0
2024-01-15 02:00:00;400,92870148042533;0;0;0
2024-01-15 03:00:00;399,66956256982684;0;0;0
2024-01-15 04:00:00;403,5012707529918;0;0;0
2024-01-15 05:00:00;402,99747917568556;0;0;0
2024-01-15 06:00:00;407,7341168827678;0;0;0
2024-01-15 07:00:00;413,5728673718079;1;0;0
2024-01-15 08:00:00;413,1459907966089;1;0;0
2024-01-15 09:00:00;447,98417539107567;4;0;0
2024-01-15 10:00:00;397,2501106007455;0;0;0
2024-01-15 11:00:00;411,34119621290057;1;0;0
2024-01-15 12:00:00;398,9781203991222;0;0;0
2024-01-15 13:00:00;414,3708262182452;1;0;0
2024-01-15 14:00:00;419,75247555264326;2;0;0
2024-01-15 15:00:00;398,5737517337757;0;0;0
2024-01-15 16:00:00;410,30595293377644;1;0;0
2024-01-15 17:00:00;412,227197466658;1;0;0
2024-01-15 18:00:00;398,608652365084;0;0;0
2024-01-15 19:00:00;399,12760264688563;0;0;0
2024-01-15 20:00:00;410,9251641132207;1;0;0
2024-01-15 21:00:00;413,89514102253605;1;0;0
2024-01-15 22:00:00;399,569167013017;0;0;0
2024-01-15 23:00:00;394,13459198868134;0;0;1
2024-01-16 00:00:00;397,67511577883954;0;0;0
2024-01-16 01:00:00;397,22369780124325;0;0;0
2024-01-16 02:00:00;398,25673886015153;0;0;0
2024-01-16 03:00:00;398,37541679550503;0;0;0
2024-01-16 04:00:00;394,7907451615335;0;0;0
2024-01-16 05:00:00;412,50250288010267;1;0;0
2024-01-16 06:00:00;408,51297919630235;1;0;0
2024-01-16 07:00:00;409,5972294450996;1;0;0
2024-01-16 08:00:00;421,7563570616334;2;0;0
2024-01-16 09:00:00;409,93561168336237;1;0;0
2024-01-16 10:00:00;409,8830551423668;1;0;0
2024-01-16 11:00:00;396,99809071235586;0;0;0
2024-01-16 12:00:00;404,98102074113797;1;0;0
2024-01-16 13:00:00;397,05317442301805;0;0;0
2024-01-16 14:00:00;396,12245034435864;0;0;0
2024-01-16 15:00:00;395,2380408056353;0;0;0
2024-01-16 16:00:00;395,032188759987;0;0;0
2024-01-16 17:00:00;396,32361232443185;0;0;0
2024-01-16 18:00:00;403,0987112188991;1;0;0
2024-01-16 19:00:00;407,95730943552314;1;0;0
2024-01-16 20:00:00;396,3067740656844;0;0;0
2024-01-16 21:00:00;408,24023234857236;1;0;0
2024-01-16 22:00:00;405,0170828741613;1;0;0
2024-01-16 23:00:00;398,1559667913942;0;0;0
2024-01-17 00:00:00;398,82436373648613;0;1;0
2024-01-17 01:00:00;398,12373581609205;0;0;0
2024-01-17 02:00:00;394,1675859528059;0;0;0
2024-01-17 03:00:00;403,5127929176285;0;0;0
2024-01-17 04:00:00;393,9371204493724;0;0;0
2024-01-17 05:00:00;407,7343214376653;1;0;0
2024-01-17 06:00:00;401,70852176611214;0;0;0
2024-01-17 07:00:00;409,51581914538264;1;0;0
2024-01-17 08:00:00;422,3422877395966;2;0;0
2024-01-17 09:00:00;412,98296557019023;1;0;0
2024-01-17 10:00:00;400,0138506268791;0;0;0
2024-01-17 11:00:00;414,1140730550085;1;0;0
2024-01-17 12:00:00;423,148507608067;2;0;0
2024-01-17 13:00:00;390,1747077944032;0;0;1
2024-01-17 14:00:00;405,88731047302974;1;1;0
2024-01-17 15:00:00;420,36279271255165;2;1;0
2024-01-17 16:00:00;400,8485064642282;0;0;0
2024-01-17 17:00:00;400,2630367053415;0;0;0
2024-01-17 18:00:00;402,1527769426649;0;0;0
2024-01-17 19:00:00;414,4851925914024;1;0;0
2024-01-17 20:00:00;402,1272947903559;0;0;0
2024-01-17 21:00:00;413,117679084813;1;0;0
2024-01-17 22:00:00;436,7152213144316;3;0;0
2024-01-17 23:00:00;414,8066459337719;1;0;0
2024-01-18 00:00:00;402,42676527408287;0;0;0
2024-01-18 01:00:00;398,8787671809202;0;0;0
2024-01-18 02:00:00;430,7704772311537;3;0;1
2024-01-18 03:00:00;413,6949346291482;1;0;0
2024-01-18 04:00:00;402,04791116117167;0;0;0
2024-01-18 05:00:00;412,66643319301375;1;0;0
2024-01-18 06:00:00;410,85629653454095;1;0;0
2024-01-18 07:00:00;411,98479387346947;1;0;0
2024-01-18 08:00:00;411,3556397800279;1;0;0
2024-01-18 09:00:00;408,98371393816103;1;0;0
2024-01-18 10:00:00;399,4563173980388;0;0;0
2024-01-18 11:00:00;411,33231031722556;1;0;0
2024-01-18 12:00:00;411,87817503367944;1;0;0
2024-01-18 13:00:00;411,28616236483265;1;0;0
2024-01-18 14:00:00;405,4132359975426;0;0;0
2024-01-18 15:00:00;415,1773329873907;1;0;0
2024-01-18 16:00:00;414,9556331507735;1;0;0
2024-01-18 17:00:00;403,0127208389322;0;0;0
2024-01-18 18:00:00;414,8292569109025;1;0;0
2024-01-18 19:00:00;404,63353591851;0;0;0
2024-01-18 20:00:00;416,1806574543669;1;0;0
2024-01-18 21:00:00;415,45554172936636;1;0;0
2024-01-18 22:00:00;403,8437385495099;0;0;0
2024-01-18 23:00:00;405,2441661607276;0;0;0
2024-01-19 00:00:00;411,8098375093846;1;0;0
2024-01-19 01:00:00;399,9074582753751;0;0;0
2024-01-19 02:00:00;417,65443373564636;1;0;0
2024-01-19 03:00:00;404,30176641621955;0;0;0
2024-01-19 04:00:00;410,58693583535853;1;0;0
2024-01-19 05:00:00;414,0289967642539;1;0;0
2024-01-19 06:00:00;415,34631268898283;1;0;0
2024-01-19 07:00:00;405,93999698678107;0;0;0
2024-01-19 08:00:00;406,0584344749028;0;0;0
2024-01-19 09:00:00;408,19534482239806;0;0;0
2024-01-19 10:00:00;425,17691486294;2;0;0
2024-01-19 11:00:00;411,0481474846785;0;0;0
2024-01-19 12:00:00;408,272989692568;0;0;0
2024-01-19 13:00:00;406,05212356161115;0;0;0
2024-01-19 14:00:00;415,2574224673129;1;0;0
2024-01-19 15:00:00;409,3850471198789;0;0;0
2024-01-19 16:00:00;427,58654643376354;2;0;0
2024-01-19 17:00:00;414,4548599774304;1;0;0
2024-01-19 18:00:00;437,92739688518697;3;0;0
2024-01-19 19:00:00;415,265992428596;1;0;0
2024-01-19 20:00:00;406,1053662934193;0;0;0
2024-01-19 21:00:00;416,60435874865976;1;0;0
2024-01-19 22:00:00;406,86954317426586;0;0;0
2024-01-19 23:00:00;438,8902167826213;3;0;0
2024-01-20 00:00:00;403,3670208828193;0;0;0
2024-01-20 01:00:00;404,04026789475313;0;0;0
2024-01-20 02:00:00;419,785827332451;1;0;0
2024-01-20 03:00:00;405,76650300488797;0;0;0
2024-01-20 04:00:00;406,43942901278126;0;0;0
2024-01-20 05:00:00;402,79024411323957;0;0;0
2024-01-20 06:00:00;404,1877886967738;0;0;0
2024-01-20 07:00:00;414,56511669160966;1;0;0
2024-01-20 08:00:00;407,59039750011175;0;0;0
2024-01-20 09:00:00;402,6208656547099;0;0;0
2024-01-20 10:00:00;402,7827384134194;0;0;0
2024-01-20 11:00:00;402,48317467294373;0;0;0
2024-01-20 12:00:00;403,5250519657452;0;0;0
2024-01-20 13:00:00;415,43766651146865;1;0;0
2024-01-20 14:00:00;404,6423978532338;0;0;0
2024-01-20 15:00:00;415,3502285556416;1;0;0
2024-01-20 16:00:00;406,3441333274745;0;0;0
2024-01-20 17:00:00;404,0483603310786;0;0;0
2024-01-20 18:00:00;400,7450747552894;0;0;0
2024-01-20 19:00:00;416,50665798505923;1;0;0
2024-01-20 20:00:00;406,50379934753425;0;0;0
2024-01-20 21:00:00;414,14698531300405;1;0;0
2024-01-20 22:00:00;414,4505160098245;1;0;0
2024-01-20 23:00:00;417,1643441031776;1;0;0
2024-01-21 00:00:00;412,2314827732771;1;0;0
2024-01-21 01:00:00;415,4392052725442;1;0;0
2024-01-21 02:00:00;401,99324254832976;0;0;0
2024-01-21 03:00:00;404,20249705061406;0;0;0
2024-01-21 04:00:00;413,8775093806872;1;0;0
2024-01-21 05:00:00;403,3831467860416;0;0;0
2024-01-21 06:00:00;403,2936407128757;0;0;0
2024-01-21 07:00:00;415,52679553100955;1;0;0
2024-01-21 08:00:00;418,69274054679016;1;0;0
2024-01-21 09:00:00;404,8496601660441;0;0;0
2024-01-21 10:00:00;404,3957376602716;0;0;0
2024-01-21 11:00:00;402,86683110704223;0;1;0
2024-01-21 12:00:00;416,24475914506877;1;0;0
2024-01-21 13:00:00;417,646253330909;1;0;0
2024-01-21 14:00:00;407,31676835425475;0;0;0
2024-01-21 15:00:00;415,14832717340227;1;0;0
2024-01-21 16:00:00;405,42247015534963;0;0;0
2024-01-21 17:00:00;408,8476980171251;0;0;0
2024-01-21 18:00:00;408,5387896962739;0;0;0
2024-01-21 19:00:00;401,06027451102506;0;0;0
2024-01-21 20:00:00;413,2766095088532;1;0;0
2024-01-21 21:00:00;400,47519232457154;0;0;0
2024-01-21 22:00:00;405,4473582041483;0;0;0
2024-01-21 23:00:00;403,6848220664264;0;0;0
2024-01-22 00:00:00;398,64760283686735;0;0;1
2024-01-22 01:00:00;405,3945675004573;0;0;0
2024-01-22 02:00:00;402,8353072111437;0;0;0
2024-01-22 03:00:00;417,15431261341126;1;0;0
2024-01-22 04:00:00;417,0778028268821;1;0;0
2024-01-22 05:00:00;419,49421346629117;1;0;0
2024-01-22 06:00:00;406,68775175553515;0;0;0
2024-01-22 07:00:00;414,8563894870407;1;0;0
2024-01-22 08:00:00;426,8978316486677;2;0;0
2024-01-22 09:00:00;402,14769923098726;0;0;0
2024-01-22 10:00:00;415,297188947393;1;0;0
2024-01-22 11:00:00;400,6188368222879;0;0;0
2024-01-22 12:00:00;413,2535999515996;1;1;0
2024-01-22 13:00:00;410,1281743091796;1;0;0
