;0
2023-11-01;-4.03
2023-11-02;0.05
2023-11-03;2.95
2023-11-04;-0.14
2023-11-05;1.36
2023-11-06;-1.02
2023-11-07;1.8
2023-11-08;2.2
2023-11-09;-0.79
2023-11-10;2.13
2023-11-11;2.04
2023-11-12;0.56
2023-11-13;2.95
2023-11-14;-0.01
2023-11-15;-0.44
2023-11-16;-6.3
2023-11-17;1.32
2023-11-18;0.74
2023-11-19;1.49
2023-11-20;-4.83
2023-11-21;6.26
2023-11-22;-2.27
2023-11-23;-1.65
2023-11-24;3.62
2023-11-25;-0.65
2023-11-26;-2.63
2023-11-27;0.87
2023-11-28;-1.49
2023-11-29;-1.38
2023-11-30;2.98
2023-12-01;-2.59
2023-12-02;-3.19
2023-12-03;0.75
2023-12-04;-0.55
2023-12-05;-1.39
2023-12-06;1.96
2023-12-07;1.12
2023-12-08;1.94
2023-12-09;0.66
2023-12-10;0.08
2023-12-11;2.64
2023-12-12;0.88
2023-12-13;-1.84
2023-12-14;0.45
2023-12-15;-2.5
2023-12-16;0.31
2023-12-17;-1.46
2023-12-18;-3.93
2023-12-19;3.5
2023-12-20;-2.54
2023-12-21;-1.21
2023-12-22;2.94
2023-12-23;-1.8
2023-12-24;-4.5
2023-12-25;-0.23
2023-12-26;2.05
2023-12-27;4.26
2023-12-28;2.17
2023-12-29;-0.12
2023-12-30;-2.15
2023-12-31;-2.3
2024-01-01;-3.26
2024-01-02;-0.43
2024-01-03;6.41
2024-01-04;2.88
2024-01-05;-8.23
2024-01-06;2.47
2024-01-07;-5.62
2024-01-08;4.74
2024-01-09;8.64
2024-01-10;3.84
2024-01-11;6.21
2024-01-12;2.34
2024-01-13;-1.06
2024-01-14;-0.16
2024-01-15;0.9
2024-01-16;-1.74
2024-01-17;-3.9
2024-01-18;1.43
2024-01-19;4.46
2024-01-20;0.18
2024-01-21;1.8
2024-01-22;-2.88
2024-01-23;-0.02
2024-01-24;-3.21
2024-01-25;4.53
2024-01-26;1.64
2024-01-27;-3.6
2024-01-28;2.98
2024-01-29;-4.54
2024-01-30;-2.48
2024-01-31;-0.61
2024-02-01;-1.25
2024-02-02;7.12
2024-02-03;3.17
2024-02-04;-5.89
2024-02-05;-2.52
2024-02-06;-1.79
2024-02-07;1.6
2024-02-08;-1.36
2024-02-09;1.02
2024-02-10;-1.6
2024-02-11;-3.4
2024-02-12;-1.31
2024-02-13;1.2
2024-02-14;-4.91
2024-02-15;1.04
2024-02-16;0.52
2024-02-17;-2.72
2024-02-18;-1.19
2024-02-19;0.78
2024-02-20;-2.85
2024-02-21;-3.79
2024-02-22;-0.2
2024-02-23;0.0
2024-02-24;-0.36
2024-02-25;-0.61
2024-02-26;-0.39
2024-02-27;-2.2
2024-02-28;-0.81
2024-02-29;-3.83
2024-03-01;-0.28
2024-03-02;-4.52
2024-03-03;-0.02
2024-03-04;-5.0
2024-03-05;-0.09
2024-03-06;-6.65
2024-03-07;2.43
2024-03-08;-1.48
2024-03-09;1.59
2024-03-10;-3.82
2024-03-11;-3.61
2024-03-12;3.48
2024-03-13;-0.74
2024-03-14;-1.85
2024-03-15;-1.08
2024-03-16;0.46
2024-03-17;-1.87
2024-03-18;9.93
2024-03-19;3.61
2024-03-20;-1.51
2024-03-21;-1.62
2024-03-22;0.16
2024-03-23;1.87
2024-03-24;-1.98
2024-03-25;-0.21
2024-03-26;-0.33
2024-03-27;3.79
2024-03-28;2.69
2024-03-29;-0.19
2024-03-30;-2.14
2024-03-31;-3.55
2024-04-01;-5.02
2024-04-02;5.05
2024-04-03;2.53
2024-04-04;3.88
2024-04-05;0.38
2024-04-06;1.72
2024-04-07;1.63
2024-04-08;1.48
2024-04-09;0.04
2024-04-10;1.65
2024-04-11;3.18
2024-04-12;4.26
2024-04-13;1.29
2024-04-14;5.64
2024-04-15;4.49
2024-04-16;4.04
2024-04-17;-3.48
2024-04-18;-1.17
2024-04-19;3.32
2024-04-20;0.91
2024-04-21;-0.31
2024-04-22;5.86
2024-04-23;-1.53
2024-04-24;1.51
2024-04-25;-0.71
2024-04-26;-1.04
2024-04-27;1.41
2024-04-28;5.06
2024-04-29;1.67
2024-04-30;1.89
2024-05-01;1.9
2024-05-02;-1.35
2024-05-03;5.4
2024-05-04;-2.0
2024-05-05;-6.04
2024-05-06;-0.26
2024-05-07;-2.64
2024-05-08;-0.25
2024-05-09;3.25
2024-05-10;-2.38
2024-05-11;0.52
2024-05-12;-2.65
2024-05-13;3.28
2024-05-14;1.21
2024-05-15;-3.05
2024-05-16;3.82
2024-05-17;6.97
2024-05-18;3.16
2024-05-19;-3.8
2024-05-20;0.35
2024-05-21;-2.18
2024-05-22;0.85
2024-05-23;-0.25
2024-05-24;-1.88
2024-05-25;-0.59
2024-05-26;1.11
2024-05-27;0.69
2024-05-28;-0.59
2024-05-29;-1.06
2024-05-30;0.29
2024-05-31;2.19
2024-06-01;0.47
2024-06-02;1.58
2024-06-03;4.75
2024-06-04;1.33
2024-06-05;-5.37
2024-06-06;-0.91
2024-06-07;1.71
2024-06-08;2.67
2024-06-09;2.2
2024-06-10;0.6
2024-06-11;2.57
2024-06-12;6.03
2024-06-13;0.1
2024-06-14;0.93
2024-06-15;5.49
2024-06-16;-2.2
2024-06-17;0.41
2024-06-18;-2.17
2024-06-19;1.5
2024-06-20;-5.81
2024-06-21;-2.28
2024-06-22;2.68
2024-06-23;-3.99
2024-06-24;0.61
2024-06-25;3.31
2024-06-26;4.65
2024-06-27;-0.75
2024-06-28;1.36
2024-06-29;1.26
2024-06-30;-1.43
2024-07-01;0.12
2024-07-02;-0.68
2024-07-03;1.2
2024-07-04;0.4
2024-07-05;-2.99
2024-07-06;2.94
2024-07-07;-2.43
2024-07-08;-3.34
2024-07-09;-2.57
2024-07-10;-5.05
2024-07-11;3.42
2024-07-12;-4.02
2024-07-13;-2.87
2024-07-14;1.88
2024-07-15;-1.52
2024-07-16;-0.46
2024-07-17;8.52
2024-07-18;-0.62
2024-07-19;-0.29
2024-07-20;4.63
2024-07-21;-1.91
2024-07-22;3.18
2024-07-23;1.98
2024-07-24;-3.53
2024-07-25;0.69
2024-07-26;-1.67
2024-07-27;2.01
2024-07-28;-2.58
2024-07-29;-2.94
2024-07-30;-1.3
2024-07-31;-1.86
2024-08-01;1.47
2024-08-02;-5.08
2024-08-03;-0.46
2024-08-04;-2.51
2024-08-05;0.84
2024-08-06;-0.59
2024-08-07;0.57
2024-08-08;-2.12
2024-08-09;-2.4
2024-08-10;0.44
2024-08-11;0.93
2024-08-12;-2.14
2024-08-13;0.7
2024-08-14;-2.14
2024-08-15;-2.14
2024-08-16;0.4
2024-08-17;3.72
2024-08-18;-2.47
2024-08-19;-0.66
2024-08-20;0.1
2024-08-21;-0.37
2024-08-22;-5.91
2024-08-23;-2.25
2024-08-24;-3.24
2024-08-25;-1.51
2024-08-26;-0.72
2024-08-27;0.51
2024-08-28;1.89
2024-08-29;1.69
2024-08-30;-0.17
2024-08-31;0.23
2024-09-01;-1.43
2024-09-02;0.09
2024-09-03;0.08
2024-09-04;2.81
2024-09-05;-0.34
2024-09-06;0.01
2024-09-07;1.32
2024-09-08;1.78
2024-09-09;4.41
2024-09-10;-6.86
2024-09-11;5.89
2024-09-12;0.04
2024-09-13;2.58
2024-09-14;-0.64
2024-09-15;-4.11
2024-09-16;0.0
2024-09-17;0.61
2024-09-18;-1.92
2024-09-19;0.94
2024-09-20;-2.78
2024-09-21;-1.54
2024-09-22;1.8
2024-09-23;0.33
2024-09-24;0.53
2024-09-25;1.43
2024-09-26;-1.11
2024-09-27;-0.09
2024-09-28;-2.03
2024-09-29;0.81
2024-09-30;-0.07
2024-10-01;-1.14
2024-10-02;-2.7
2024-10-03;1.77
2024-10-04;0.95
2024-10-05;-0.24
2024-10-06;3.55
2024-10-07;-4.33
2024-10-08;-1.45
2024-10-09;2.95
2024-10-10;0.13
2024-10-11;-2.73
2024-10-12;0.21
2024-10-13;0.03
2024-10-14;-2.1
2024-10-15;-0.79
2024-10-16;-0.14
2024-10-17;0.97
2024-10-18;-0.7
2024-10-19;-5.02
2024-10-20;-3.2
2024-10-21;1.86
2024-10-22;-3.25
2024-10-23;1.72
2024-10-24;0.89
2024-10-25;2.46
2024-10-26;-6.44
2024-10-27;0.42
2024-10-28;-0.24
2024-10-29;0.51
2024-10-30;-0.47
2024-10-31;2.31
2024-11-01;0.98
2024-11-02;0.47
2024-11-03;-5.33
2024-11-04;-3.05
2024-11-05;2.58
2024-11-06;-1.59
2024-11-07;-1.4
2024-11-08;4.81
2024-11-09;-0.12
2024-11-10;-3.24
2024-11-11;2.61
2024-11-12;1.48
2024-11-13;0.84
2024-11-14;4.74
2024-11-15;-4.99
2024-11-16;2.88
2024-11-17;-1.53
2024-11-18;1.56
2024-11-19;0.58
2024-11-20;-2.51
2024-11-21;-2.99
2024-11-22;0.81
2024-11-23;-5.38
2024-11-24;-3.77
2024-11-25;-3.95
2024-11-26;5.28
2024-11-27;-0.98
2024-11-28;1.71
2024-11-29;-0.34
2024-11-30;-2.3
2024-12-01;2.13
2024-12-02;-1.03
2024-12-03;2.1
2024-12-04;-1.39
2024-12-05;-4.1
2024-12-06;-0.84
2024-12-07;-4.33
2024-12-08;-3.77
2024-12-09;-0.9
2024-12-10;0.25
2024-12-11;-2.93
2024-12-12;0.75
2024-12-13;1.01
2024-12-14;-2.03
2024-12-15;-1.1
2024-12-16;-2.4
2024-12-17;-0.14
2024-12-18;-3.33
2024-12-19;2.18
2024-12-20;-7.24
2024-12-21;-0.49
2024-12-22;-2.82
2024-12-23;-3.43
2024-12-24;1.83
2024-12-25;0.48
2024-12-26;-0.58
2024-12-27;-0.04
2024-12-28;5.93
2024-12-29;0.13
2024-12-30;2.47
2024-12-31;0.36
2025-01-01;0.67
2025-01-02;2.49
2025-01-03;0.6
2025-01-04;1.36
2025-01-05;-0.91
2025-01-06;2.84
2025-01-07;1.91
2025-01-08;-2.73
2025-01-09;-5.4
2025-01-10;-0.14
2025-01-11;3.49
2025-01-12;1.57
2025-01-13;-4.69
2025-01-14;-9.65
2025-01-15;0.61
2025-01-16;-1.55
2025-01-17;-1.35
2025-01-18;-3.32
2025-01-19;-0.63
2025-01-20;2.09
2025-01-21;-4.58
2025-01-22;1.01
2025-01-23;0.45
2025-01-24;2.84
2025-01-25;1.34
2025-01-26;2.33
2025-01-27;-2.07
2025-01-28;-0.33
2025-01-29;-0.83
2025-01-30;6.85
2025-01-31;0.86
2025-02-01;-0.42
2025-02-02;-2.55
2025-02-03;3.6
2025-02-04;6.66
2025-02-05;1.08
2025-02-06;-1.94
2025-02-07;-3.19
2025-02-08;1.93
2025-02-09;0.35
2025-02-10;-0.44
2025-02-11;0.36
2025-02-12;-0.54
2025-02-13;3.39
2025-02-14;3.34
2025-02-15;-3.98
2025-02-16;-3.78
2025-02-17;-3.75
2025-02-18;-2.97
2025-02-19;-4.9
2025-02-20;0.29
2025-02-21;0.64
2025-02-22;-3.49
2025-02-23;2.25
2025-02-24;-1.27
2025-02-25;4.23
2025-02-26;3.56
2025-02-27;9.34
2025-02-28;1.8
2025-03-01;-0.98
2025-03-02;-2.52
2025-03-03;-0.52
2025-03-04;-0.83
2025-03-05;-3.83
2025-03-06;-1.34
2025-03-07;-0.4
2025-03-08;1.11
2025-03-09;-0.13
2025-03-10;2.55
2025-03-11;4.93
2025-03-12;1.68
2025-03-13;2.04
2025-03-14;5.14
2025-03-15;4.66
2025-03-16;1.0
2025-03-17;0.91
2025-03-18;-3.81
2025-03-19;0.37
2025-03-20;2.22
2025-03-21;1.65
2025-03-22;4.94
2025-03-23;-2.0
2025-03-24;3.52
2025-03-25;2.66
2025-03-26;1.05
2025-03-27;-0.33
2025-03-28;4.3
2025-03-29;-1.43
2025-03-30;-6.1
2025-03-31;1.71
2025-04-01;0.94
2025-04-02;-0.19
2025-04-03;-2.99
2025-04-04;3.57
2025-04-05;-3.89
2025-04-06;-1.55
2025-04-07;-0.88
2025-04-08;-3.76
2025-04-09;-1.29
2025-04-10;-1.2
2025-04-11;-1.36
2025-04-12;1.9
2025-04-13;3.04
2025-04-14;0.67
2025-04-15;4.48
2025-04-16;-0.19
2025-04-17;2.8
2025-04-18;-5.17
2025-04-19;3.72
2025-04-20;1.73
2025-04-21;2.26
2025-04-22;-1.42
2025-04-23;3.75
2025-04-24;1.48
2025-04-25;5.89
2025-04-26;0.47
2025-04-27;-4.11
2025-04-28;1.08
2025-04-29;1.04
2025-04-30;-5.92
2025-05-01;3.65
2025-05-02;-2.17
2025-05-03;-6.99
2025-05-04;-0.9
2025-05-05;4.98
2025-05-06;-1.48
2025-05-07;-0.76
2025-05-08;1.48
2025-05-09;0.29
2025-05-10;-0.1
2025-05-11;1.15
2025-05-12;1.55
2025-05-13;-0.24
2025-05-14;-4.44
2025-05-15;3.72
2025-05-16;-0.19
2025-05-17;-9.06
2025-05-18;-1.97
2025-05-19;1.91
2025-05-20;2.77
2025-05-21;-1.17
2025-05-22;-5.19
2025-05-23;-1.77
2025-05-24;0.97
2025-05-25;2.79
2025-05-26;3.96
2025-05-27;-5.76
2025-05-28;-1.88
2025-05-29;8.87
2025-05-30;1.46
2025-05-31;1.78
2025-06-01;-3.07
2025-06-02;1.28
2025-06-03;-5.57
2025-06-04;-2.33
2025-06-05;1.77
2025-06-06;-2.23
2025-06-07;0.38
2025-06-08;-3.75
2025-06-09;0.47
2025-06-10;-1.37
2025-06-11;-2.75
2025-06-12;-4.08
2025-06-13;1.57
2025-06-14;-1.02
2025-06-15;-1.82
2025-06-16;-1.45
2025-06-17;2.43
2025-06-18;0.05
2025-06-19;3.12
2025-06-20;2.32
2025-06-21;-5.82
2025-06-22;-2.47
2025-06-23;-0.23
2025-06-24;-4.13
2025-06-25;-3.82
2025-06-26;1.69
2025-06-27;-2.7
2025-06-28;-0.41
2025-06-29;-0.36
2025-06-30;-5.14
2025-07-01;1.18
2025-07-02;-0.18
2025-07-03;0.28
2025-07-04;-2.82
2025-07-05;3.2
2025-07-06;-2.63
2025-07-07;1.1
2025-07-08;-2.07
2025-07-09;-0.22
2025-07-10;0.83
2025-07-11;-3.04
2025-07-12;-4.64
2025-07-13;-0.48
2025-07-14;3.13
2025-07-15;2.6
2025-07-16;-1.78
2025-07-17;-3.83
2025-07-18;-3.75
2025-07-19;-1.98
2025-07-20;-1.86
2025-07-21;3.82
2025-07-22;-0.72
2025-07-23;-0.26
2025-07-24;0.03
2025-07-25;-3.31
2025-07-26;2.85
2025-07-27;0.33
2025-07-28;-2.44
2025-07-29;7.07
2025-07-30;-2.88
2025-07-31;3.33
2025-08-01;7.29
2025-08-02;1.42
2025-08-03;3.19
2025-08-04;-2.66
2025-08-05;-1.47
2025-08-06;-1.3
2025-08-07;5.28
2025-08-08;0.26
2025-08-09;-5.2
2025-08-10;-4.4
2025-08-11;0.23
2025-08-12;-2.44
2025-08-13;-0.55
2025-08-14;-2.35
2025-08-15;-0.96
2025-08-16;-6.75
2025-08-17;-0.95
2025-08-18;-0.64
2025-08-19;-1.88
2025-08-20;-0.77
2025-08-21;1.76
2025-08-22;4.27
2025-08-23;1.14
2025-08-24;-0.42
2025-08-25;6.4
2025-08-26;2.17
2025-08-27;-0.61
2025-08-28;4.08
2025-08-29;0.5
2025-08-30;0.37
2025-08-31;5.93
2025-09-01;1.71
2025-09-02;-3.71
2025-09-03;3.57
2025-09-04;10.15
2025-09-05;-2.77
2025-09-06;-3.32
2025-09-07;-1.88
2025-09-08;-0.81
2025-09-09;-2.19
2025-09-10;1.92
2025-09-11;1.73
2025-09-12;0.62
2025-09-13;2.79
2025-09-14;4.62
2025-09-15;1.68
2025-09-16;-4.84
2025-09-17;1.93
2025-09-18;2.79
2025-09-19;-5.03
2025-09-20;-4.11
2025-09-21;-0.72
2025-09-22;1.97
2025-09-23;-0.72
2025-09-24;-3.78
2025-09-25;0.54
2025-09-26;1.24
